-1.509586,0.3967935,-2.799032,0.9632075,-1.210317,2.328548,-0.3107663,-0.1188572,-1.319341,2.239733,-2.421457,1.221933,-1.413992,-0.3811246,1.337423,-2.938946,-0.05673009,2.004562,-1.048892,-1.142,0.8987864,-0.3548415,-0.3752757,0.1552969,-0.1336647,1.239358,1.000134,-0.7746595,0.2750381,-1.287544,0.1494825,0.2456377,-1.198597,1.760567,0.314769,-0.4304107,-0.2107224,0.6553977,-0.5922539,0.2322113,0.04716635,0.3660688,-1.931003,1.578309,-1.908653,2.202668,-2.338187,0.3127831,0.4905485,1.691969,-1.281033,1.24678,0.2223768,1.638716,0.3642716,0.8840494,1.005501,2.458381,-1.853257,2.850129,-3.074941,1.353258,-2.683161,1.569967,0.9349224,-1.680178,0.1774896,-0.02374242,-1.790671,0.2578225,0.9163898,-1.359633,0.8077846,-2.398997,1.643428,-0.80325,2.101106,-0.395096,0.1740509,-0.5910961,0.6858221,0.9837219,1.280141,0.2809268,-0.896862,0.5535271,-0.349679,0.8923649,-2.519278,1.693472,-2.98612,2.407446,0.7554501,-0.9714498,1.624613,-1.107877,0.7823316,0.1876473,-2.311272,0.4421691
1.309818,-0.9955432,-0.7563475,-2.1529,-1.740838,0.9421247,-0.1233402,-0.3985654,-1.7725,-0.9968579,1.580689,0.7357284,3.911405,-0.4956953,3.280852,-1.340448,2.140544,1.785817,3.614969,-0.2521298,1.699724,-1.046659,-2.160254,-3.616073,-3.306546,-1.049148,-2.643014,0.1743488,0.2178387,0.9778911,-0.227329,-1.220259,-1.059628,-2.119745,-0.4202099,1.378945,1.518101,0.8991973,-1.962799,-0.7229891,-3.216389,-1.394074,-1.095208,-1.221068,0.09075752,-2.551728,-1.317342,0.6137685,-0.3052258,0.6573825,1.009484,-0.06738219,0.4263681,0.5962218,-1.069741,3.06085,-1.952029,0.8722423,-2.105467,1.035036,-1.8267,0.9123417,1.060654,-1.426438,1.957443,-0.5868052,0.9220599,-0.7392359,-2.558079,-2.175724,-1.655803,-1.021142,-0.8758965,0.437032,-0.2080167,-0.3329709,1.48424,2.663473,1.518168,1.540544,1.469932,3.00366,2.813345,1.741661,1.600938,1.136195,0.4726895,0.6755252,0.2040109,-0.01058301,0.5169942,-0.09296981,-3.633643,-1.177166,1.326096,3.161691,1.367684,-0.314374,1.367042,-0.3725024
-0.7561,1.373535,-0.370151,0.6858876,-1.631853,-0.8118637,-1.292419,-0.08639032,1.110585,-0.2532609,-0.1479584,1.798215,0.5426279,0.4372199,-0.6651985,-0.7482919,0.9363572,1.390493,0.2881751,0.6684863,0.6014627,1.839092,1.17092,1.394383,2.726362,0.5852885,1.03459,-0.4113392,-0.8750238,-1.061037,1.589949,-0.1690939,-2.387222,-0.8734104,-1.480919,0.3282089,1.646881,0.9343368,1.574563,1.303523,2.322403,0.4682669,-1.086478,-0.324581,-0.5159669,-3.18857,-1.667955,-1.106289,-0.1284464,-2.632165,-1.004241,0.7182109,-1.005505,-0.8475843,0.1230138,-0.5389751,1.14389,-0.4879135,-0.9139356,-0.1521323,-0.7293525,-1.076151,-0.8422571,-0.5863814,-0.4411834,0.2285867,2.883171,2.69709,1.88055,-1.287956,0.6944001,1.166702,1.506916,-0.8549228,-0.7745001,-0.5489193,-2.995198,-0.9100136,-2.313573,-1.937267,-1.385947,-0.4641821,0.2553042,-1.666155,0.1346417,-0.7930102,-1.315349,-0.1420587,0.7916052,1.471074,1.574593,-0.294696,0.2363973,-0.2276278,0.1569481,0.620835,-1.041276,1.811438,1.406663,1.996408
1.064722,0.3069236,0.2515438,1.558794,-0.8540537,-0.5180911,-0.8371909,-1.213797,0.1595357,0.6577023,2.359283,1.88233,0.7013116,-0.1384998,0.0002635941,-0.6957879,-1.272591,-2.128229,-0.3476515,0.9866387,-1.503273,0.09709495,1.157192,0.9054264,-0.414025,-0.4368409,-2.290519,-0.6423616,0.3677529,0.1794673,0.305921,-0.7922759,-0.9506835,-2.203555,0.2560177,-0.1380914,-1.09435,-0.6431019,0.6031987,0.4653265,-0.8051583,1.904851,0.09201025,0.1515852,-0.8386275,-0.6807626,-1.014597,-0.8033403,-0.9773886,-0.2261442,0.1641366,1.446917,-0.364183,-0.1674746,1.650628,0.8634369,1.016357,0.9571106,0.9352187,0.8380812,0.7629538,-0.2174135,-0.004062284,-0.9642361,-1.750724,0.7084502,0.2227414,-0.6548628,0.2907845,0.4488166,1.732867,0.1279993,-0.09314418,-1.416533,-0.953491,2.327682,0.2449011,-0.5964476,-0.5622132,-0.7183792,0.06279858,-2.264586,-2.001748,-0.2745714,-0.8175139,-0.2101214,0.02711572,-0.1258686,-0.8931624,-0.4350795,0.9602646,-0.3963553,-0.5546731,1.258436,0.8156909,0.9553008,0.1874503,2.022379,1.034984,2.41944
0.3718944,-0.4806338,-0.8056212,-0.7321608,-0.1815622,-0.3333283,2.180624,-0.482512,0.893332,-0.04020099,-1.892661,1.699653,-1.652218,0.4089976,-1.120836,0.4686232,0.5013511,1.352493,-0.4800943,0.4307452,-1.313302,0.3171482,0.3213327,-1.433992,1.108115,0.2778822,-0.7133715,2.760675,-0.9471618,1.534983,-1.052476,1.578821,-2.293709,0.7267221,-0.001515649,1.190715,-1.693047,2.992866,-1.222879,-1.747642,-0.2945339,0.2915306,-1.341551,2.298616,0.6780455,-1.045222,0.4673828,-1.747682,1.395612,-1.119115,1.674088,-2.520902,2.340842,-2.774489,2.783242,-2.962579,1.842972,-0.4800093,0.8956106,-1.371521,-0.651854,1.533684,-2.602653,1.820331,1.207125,-1.202594,2.408183,-1.834534,0.9617019,-1.06258,-0.02697534,-0.08548094,0.1113875,0.1681693,-2.429476,-0.5520239,0.4453271,0.02587125,0.8995631,-0.02620701,0.1599332,-0.4008355,-0.4817885,-0.8814113,1.753777,-2.026377,1.228378,-1.112261,1.56158,-0.2303482,1.25077,-0.4054337,-1.030066,0.4740477,0.8882026,1.073618,-2.256043,0.9000504,-0.2692102,1.190062
-0.8343992,3.793148,-3.112465,0.9467935,-0.1055638,-0.9275861,1.020523,-1.773614,-0.4428741,0.5875596,-1.846462,4.31943,-2.317772,3.359324,-3.576244,3.057373,-2.375478,1.464556,0.7414733,2.830999,-1.551106,-0.7281198,-0.01261467,-1.686877,-1.294253,-1.789695,0.1551802,-3.285051,0.4628757,1.128604,-2.326885,1.265641,-1.415819,-0.9050752,1.482751,-1.035237,1.019329,-1.362342,2.08923,-3.479984,1.246032,-1.327038,-3.910845,4.863737,-1.991556,1.296378,-0.2803302,0.2036378,-0.2958814,1.414813,-2.207956,0.9107288,0.8074117,-0.8037733,3.516224,-5.730175,5.431036,-5.145356,3.357566,-2.01552,-0.3036413,2.945848,-4.022393,4.99451,-2.865727,0.2273859,-0.4157251,-1.478831,1.007648,-4.098921,0.6707949,-0.5711455,0.3020746,-2.03806,1.061463,0.1487405,2.901012,-0.3602226,0.4072929,-0.1344014,2.295265,-0.09771919,0.9718906,1.369436,-1.210338,1.449461,0.3723632,1.767558,0.5778086,-0.3025848,3.347948,-3.053493,1.685498,-2.987422,1.002369,1.528294,-1.337787,3.053039,-2.328146,2.640449
-1.442969,-2.402746,-0.7888461,0.2210955,0.3616619,0.1472091,-1.341085,-0.5770956,-1.095196,-0.3127046,0.01941567,1.439945,3.653573,2.16457,2.884948,1.670557,1.511269,2.877434,5.689548,2.836728,-0.3806928,-0.3661817,0.5030242,1.733852,0.4585478,-0.3067442,-1.797837,-1.313282,-2.314876,-1.044401,-1.123873,-2.216236,-2.577188,-2.323559,-2.422559,-2.64019,-1.460274,-0.1582289,-2.007435,-3.300515,-2.46087,-1.617468,-0.9532496,-1.217746,1.179855,0.04441693,-0.09506787,-1.832546,0.1879941,-1.565898,-0.5657002,0.6553487,2.238069,1.375654,-0.6377731,-0.9838075,-0.439648,2.513657,0.6494371,1.328787,1.067955,0.7224063,2.404887,-0.491576,0.4635435,-0.7953187,-0.3142074,-0.6214278,1.029525,-1.012548,-2.947542,-0.07751495,-0.06130774,1.769204,-0.3421112,2.457024,0.3368747,-0.7989835,-1.925693,0.4805768,0.2349097,0.7700413,1.610809,0.1619113,-1.104596,1.11405,2.38761,1.846798,1.755471,1.753355,0.7272823,2.176118,1.29413,-1.866076,-2.727067,-0.453493,0.2549729,-1.023959,-0.566574,0.04843479
-3.048406,1.42204,-2.415265,1.113568,-1.137331,-1.337796,2.121484,-1.937817,0.674262,1.202725,-0.4751439,1.382028,-1.044496,-0.5681311,0.5866309,0.452017,0.9709878,2.793131,0.4149198,-0.00706099,-3.251841,-1.302696,-2.339109,-0.1356432,0.3936363,1.505767,-0.06489711,1.588078,0.181226,-1.752394,-0.2261962,-0.7663304,-0.1816093,-0.1061258,3.063713,-2.46104,1.015324,-0.6508201,2.447341,-2.053296,-1.942494,2.394877,-1.742484,1.017428,2.273524,-1.020031,1.798788,-0.1904951,1.836459,0.2574668,-1.051205,0.3340167,1.337859,-1.949363,-0.7169668,-0.004709408,-0.05600403,0.2094876,-1.79828,0.675896,-1.303727,0.9870639,0.2696245,1.5138,1.047884,0.3695777,0.5355287,-3.327668,1.483669,-2.050471,-1.306476,-1.712634,1.064225,1.923254,1.810849,2.048722,-1.375015,2.432687,-0.1686674,2.435665,-0.9142336,0.6228566,0.5066355,1.347028,0.1117541,-0.5378942,0.3196955,0.426352,0.7711924,-0.1473166,0.4000752,-1.956708,0.5333928,-1.261226,-3.006094,1.722591,-2.46177,0.06082062,-1.706003,0.7617538
-0.2593783,1.50647,0.8973341,-1.54174,0.6082913,1.440547,0.4082798,2.225425,-2.657191,1.326198,0.5395601,-0.9394305,2.501203,-1.509226,1.866152,-0.5860302,-0.9293059,-0.2245462,2.235292,-1.579846,1.284122,0.9012042,1.480939,-0.6955124,0.2542356,-0.03232355,-0.7510076,-0.6748129,-1.061672,0.6167552,-0.6734896,0.3406331,-0.3664222,-3.777555,2.128564,-0.7254267,1.307702,0.09450437,1.774415,0.9701411,-0.102844,0.8490437,1.332941,-0.9727952,0.6620223,0.3416479,-0.1500405,-1.17158,-2.805541,0.9150901,-0.9224521,-0.04891665,-0.9849268,0.6918904,-2.460777,1.682995,-3.221615,1.099359,-2.565736,0.7937883,-0.6201942,2.674055,1.240573,-3.795835,1.749483,-0.7070875,-0.9370272,1.524587,-1.741799,-0.4462844,-0.9143123,-0.8169318,1.162902,0.3539997,0.4089609,-0.8434832,0.5457061,0.6852805,0.6204085,-0.05153303,-1.286765,-0.6868435,-0.6605136,0.1432914,-1.100189,-0.3521286,1.576227,-0.4716323,-0.727266,1.899597,0.5510303,-0.5200114,-0.646828,-0.6322518,-1.098865,1.447249,0.8990234,-0.09569232,0.5743304,0.4121621
0.7811401,-1.642377,-1.586104,-0.5114779,2.39089,0.3905941,1.249901,-0.4550924,-1.178323,0.8758136,2.138572,2.060167,2.046233,0.3241656,1.222676,3.111924,1.345037,0.7489326,-0.6137359,-2.539805,-2.284261,-1.015485,-3.793224,-2.565883,-1.019715,-3.088646,0.0872333,0.9873283,-1.24833,-1.150769,-0.5759459,0.1331188,-1.575817,-0.6562552,1.554605,-0.1301847,0.3631846,-0.5077087,-1.80837,-0.8953351,-0.8058978,-0.752869,0.1771924,0.1169273,-0.7950716,-0.9084173,1.724565,0.6516412,1.537876,0.5355639,1.959868,1.494962,0.7610557,-2.250585,-1.480707,-1.312313,-0.6525035,0.4086738,1.157181,-0.0533579,0.31037,-0.5757525,-1.240023,-0.4257033,1.348037,-1.696805,-1.79817,-3.503036,-2.432479,-1.246258,1.559629,0.7464123,0.3821839,-0.6564029,-1.225379,3.928404,2.589948,2.37185,1.952169,2.867927,4.001152,2.758126,1.857263,0.8778198,0.8954225,0.7741627,2.296022,0.1927039,-1.995861,-1.861091,-1.710871,-3.990909,-1.129397,1.035203,-0.1951803,0.9840482,-1.348923,-0.03531596,0.997533,-0.1412896
